file_path,Stress_Level
audio_files\audio_speech_actors_01-24\Actor_19\03-01-01-01-01-02-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-01-01-02-01-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-01-01-02-02-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-01-01-01-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-01-01-02-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-01-02-01-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-01-02-02-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-02-01-01-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-02-01-02-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-02-02-01-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-02-02-02-02-19.wav,0
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-01-01-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-01-01-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-01-02-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-01-02-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-02-01-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-02-01-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-02-02-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-05-02-02-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-01-01-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-01-01-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-01-02-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-01-02-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-02-01-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-02-01-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-02-02-01-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_19\03-01-06-02-02-02-19.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-01-01-01-01-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-01-01-01-02-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-01-01-02-01-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-01-01-02-02-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-01-01-01-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-01-01-02-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-01-02-01-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-01-02-02-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-02-01-01-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-02-01-02-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-02-02-01-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-02-02-02-02-20.wav,0
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-01-01-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-01-01-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-01-02-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-01-02-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-02-01-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-02-01-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-02-02-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-05-02-02-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-01-01-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-01-01-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-01-02-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-01-02-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-02-01-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-02-01-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-02-02-01-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_20\03-01-06-02-02-02-20.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-01-01-01-01-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-01-01-01-02-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-01-01-02-01-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-01-01-02-02-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-01-01-01-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-01-01-02-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-01-02-01-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-01-02-02-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-02-01-01-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-02-01-02-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-02-02-01-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-02-02-02-02-21.wav,0
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-01-01-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-01-01-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-01-02-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-01-02-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-02-01-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-02-01-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-02-02-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-05-02-02-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-01-01-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-01-01-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-01-02-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-01-02-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-02-01-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-02-01-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-02-02-01-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_21\03-01-06-02-02-02-21.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-01-01-01-01-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-01-01-01-02-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-01-01-02-01-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-01-01-02-02-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-01-01-01-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-01-01-02-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-01-02-01-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-01-02-02-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-02-01-01-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-02-01-02-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-02-02-01-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-02-02-02-02-22.wav,0
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-01-01-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-01-01-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-01-02-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-01-02-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-02-01-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-02-01-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-02-02-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-05-02-02-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-01-01-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-01-01-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-01-02-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-01-02-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-02-01-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-02-01-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-02-02-01-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_22\03-01-06-02-02-02-22.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-01-01-01-01-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-01-01-01-02-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-01-01-02-01-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-01-01-02-02-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-01-01-01-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-01-01-02-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-01-02-01-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-01-02-02-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-02-01-01-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-02-01-02-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-02-02-01-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-02-02-02-02-23.wav,0
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-01-01-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-01-01-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-01-02-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-01-02-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-02-01-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-02-01-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-02-02-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-05-02-02-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-01-01-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-01-01-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-01-02-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-01-02-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-02-01-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-02-01-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-02-02-01-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_23\03-01-06-02-02-02-23.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-01-01-01-01-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-01-01-01-02-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-01-01-02-01-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-01-01-02-02-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-01-01-01-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-01-01-02-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-01-02-01-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-01-02-02-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-02-01-01-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-02-01-02-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-02-02-01-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-02-02-02-02-24.wav,0
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-01-01-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-01-01-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-01-02-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-01-02-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-02-01-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-02-01-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-02-02-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-05-02-02-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-01-01-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-01-01-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-01-02-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-01-02-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-02-01-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-02-01-02-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-02-02-01-24.wav,1
audio_files\audio_speech_actors_01-24\Actor_24\03-01-06-02-02-02-24.wav,1
